,Date,Arrondissement,Valeur
552,2021-01-01,Gounarou,17.65175253496838
553,2021-02-01,Gounarou,21.07436225638959
554,2021-03-01,Gounarou,23.954533081802804
555,2021-04-01,Gounarou,26.043019699936064
556,2021-05-01,Gounarou,25.002049861748468
557,2021-06-01,Gounarou,23.509983363453756
558,2021-07-01,Gounarou,22.67774907409803
559,2021-08-01,Gounarou,22.208803847795547
560,2021-09-01,Gounarou,22.234796007227377
561,2021-10-01,Gounarou,22.277546121187374
562,2021-11-01,Gounarou,19.427192201348955
563,2021-12-01,Gounarou,17.673518462148653
564,2022-01-01,Gounarou,17.86015130551665
565,2022-02-01,Gounarou,20.999224666562966
566,2022-03-01,Gounarou,24.103373118384116
567,2022-04-01,Gounarou,25.997087184858575
568,2022-05-01,Gounarou,25.058066720884746
569,2022-06-01,Gounarou,23.599152639122803
570,2022-07-01,Gounarou,22.73203288887278
571,2022-08-01,Gounarou,22.228464493733135
572,2022-09-01,Gounarou,22.245084455422084
573,2022-10-01,Gounarou,22.470952726086313
574,2022-11-01,Gounarou,19.49656061935379
575,2022-12-01,Gounarou,17.52887783256739
576,2019-01-01,Ouara,17.714104444144347
577,2019-02-01,Ouara,20.608058964411615
578,2019-03-01,Ouara,24.116796430691377
579,2019-04-01,Ouara,25.876939165784762
580,2019-05-01,Ouara,25.097123942357715
581,2019-06-01,Ouara,23.497210734651908
582,2019-07-01,Ouara,22.566558832477167
583,2019-08-01,Ouara,21.994994712251415
584,2019-09-01,Ouara,21.94004843978018
585,2019-10-01,Ouara,22.263123467828862
